"","gene","IL-1_1","IL-1_2","IL-1_3","LPS_1","LPS_2","LPS_3","PAM_1","PAM_2","PAM_3","Con_1","Con_2","Con_3"
"15042","73283",0,0,0,0,0,0,0,0,0,0,0,0
"15043","100042125",10,18,5,11,6,12,11,4,5,7,2,11
"15044","229487",466,450,485,612,453,546,440,452,334,378,255,451
"15045","229488",82,49,70,43,81,122,51,82,13,54,6,20
"15046","320302",33,30,40,38,35,31,46,43,6,25,9,14
"15047","368202",2,1,0,0,2,1,0,0,0,0,0,0
"15048","27059",715,768,674,742,621,804,398,525,333,437,253,342
"15049","20091",807,948,758,912,779,892,716,827,723,485,519,1007
"15050","19870",1,0,1,0,2,4,0,2,0,0,3,0
"15051","19871",1,1,0,0,0,2,0,0,0,0,1,0
"15052","80877",24,23,28,10,26,32,15,16,8,18,11,21
"15053","23937",236,158,211,205,165,228,158,122,75,210,90,71
"15054","70762",150,136,147,131,94,144,90,82,71,93,47,75
"15055","12480",25,27,15,22,16,12,17,22,27,12,2,19
"15056","12479",228,280,252,265,213,257,253,187,208,162,114,217
"15057","170643",1020,953,1053,1132,925,1511,747,573,366,760,334,512
"15058","100502800",0,0,0,0,0,0,1,0,1,0,3,1
"15059","100042355",0,0,0,0,0,0,0,0,0,0,0,0
"15060","80891",0,0,1,0,0,0,0,0,0,0,0,1
"15061","11801",1,0,0,0,0,2,2,0,0,0,0,0
"15062","229499",1,0,0,0,0,1,0,0,0,0,0,0
"15063","329693",0,0,1,0,3,2,2,0,0,0,0,4
"15064","27049",230,196,230,438,424,610,278,331,199,153,82,123
"15065","546801",0,0,0,0,0,0,1,0,0,0,0,3
"15066","213498",147,166,104,110,92,177,64,61,43,89,28,24
"15067","625281",0,1,8,2,1,3,2,2,1,2,0,1
"15068","74485",20,19,21,25,18,22,13,13,9,7,16,21
"15069","73182",1157,864,1084,759,579,807,471,355,258,941,256,284
"15070","18211",1,0,1,0,0,2,0,1,3,0,0,2
"15071","23920",2,4,0,0,0,2,3,2,2,0,0,2
"15072","27371",0,0,3,1,2,2,3,1,0,0,0,7
"15073","94315",161,124,180,161,131,219,86,106,73,101,87,97
"15074","15191",5235,5651,5942,6501,4273,5819,4183,4275,3993,3077,2887,3871
"15075","67707",1357,1705,1752,1608,1395,1625,1369,1538,1329,752,810,1800
"15076","229503",431,428,471,539,430,601,367,313,256,279,158,276
"15077","229504",1911,1447,1848,2029,1375,1999,1125,716,553,1231,492,401
"15078","12904",6,7,14,10,10,6,2,21,2,6,2,8
"15079","18008",15,9,13,5,4,7,8,2,2,6,4,3
"15080","12032",0,1,3,2,4,3,2,1,1,3,1,4
"15081","73940",0,2,0,0,0,0,3,1,0,0,0,0
"15082","100502895",1,0,0,0,1,3,0,0,0,0,0,0
"15083","66614",1392,1244,1341,1579,1111,1486,1148,778,993,962,652,742
"15084","246703",3975,4949,4788,4716,3947,4737,4031,4429,3384,2414,2053,4225
"15085","214191",0,1,0,3,0,1,0,1,0,0,0,0
"15086","404710",206,160,163,204,134,182,88,90,56,141,60,43
"15087","100502914",13,5,1,7,5,5,7,3,4,2,5,12
"15088","17261",251,202,269,283,150,278,120,65,65,185,66,16
"15089","76642",66,82,92,77,42,88,53,57,49,48,35,81
"15090","99870",4,1,0,0,0,1,1,1,0,0,0,0
"15091","100042277",2,1,2,1,1,7,4,1,0,2,0,0
"15092","100526540",0,0,0,0,0,1,0,0,0,0,0,0
"15093","387133",0,0,0,0,0,0,0,0,0,0,0,0
"15094","58176",0,0,1,1,0,0,2,0,1,0,1,1
"15095","76927",60,83,68,64,62,57,75,52,61,33,51,114
"15096","12462",20619,20301,20271,25592,18851,22260,16618,15054,14601,14975,10765,16121
"15097","56700",1888,2288,2219,2257,1802,2131,1847,2302,1409,1361,996,1567
"15098","71913",20,15,18,16,26,14,12,9,2,10,2,4
"15099","229512",746,603,663,761,355,654,371,234,203,430,172,141
"15100","68957",1,0,0,0,1,0,1,0,2,0,0,2
"15101","12095",0,2,0,0,0,2,0,0,1,0,1,0
"15102","12097",0,0,0,0,0,1,0,0,0,0,0,0
"15103","12096",1,0,0,0,0,0,0,2,0,0,0,0
"15104","67037",912,1024,1158,1096,746,989,763,636,663,709,505,809
"15105","229517",567,499,516,529,510,572,381,309,263,432,259,183
"15106","20351",20,33,26,50,20,45,22,10,17,1,2,20
"15107","16905",18338,16577,18125,22735,17878,21472,13138,10155,8749,11312,5912,4038
"15108","72640",305,304,370,512,428,615,334,342,204,227,137,203
"15109","100316808",0,0,0,0,0,0,0,0,0,0,0,0
"15110","53868",2,0,1,0,2,5,0,0,0,2,2,0
"15111","83409",1009,1233,1290,1267,915,1207,985,1071,889,671,556,921
"15112","94232",1848,1342,1671,1899,1354,1903,841,585,427,1326,407,384
"15113","66256",7364,8478,8634,9720,7165,8743,6965,8141,7250,4948,4541,9752
"15114","16800",2457,1769,2312,3819,2952,4452,1745,958,727,1523,369,339
"15115","242093",0,0,0,0,2,0,0,0,0,0,0,1
"15116","74200",1764,1699,1720,2126,1669,2197,1481,1349,813,1233,684,710
"15117","19769",932,1118,1027,994,715,932,724,811,554,607,440,830
"15118","791281",0,0,0,0,1,0,0,0,0,0,0,0
"15119","229521",564,536,524,473,383,432,365,301,276,294,213,203
"15120","100302730",100,108,125,105,121,126,55,79,46,78,44,61
"15121","319830",40,18,28,27,10,12,14,8,2,6,4,4
"15122","76022",265,252,255,323,206,257,147,148,137,170,77,109
"15123","229524",1360,1217,1277,1328,803,1004,825,702,646,848,607,674
"15124","65111",4133,4405,4475,4764,3959,4646,3692,4149,3112,2510,2047,3978
"15125","192195",1733,1782,1762,1828,1465,1892,1006,1183,822,948,699,609
"15126","72296",90,71,97,62,45,89,72,58,37,61,27,28
"15127","110196",8359,9843,9965,10896,7370,9407,8348,11133,6722,5027,4408,8898
"15128","735260",0,0,0,0,0,0,0,0,0,0,0,0
"15129","18770",4,0,4,0,0,0,0,2,2,1,0,3
"15130","15168",40,27,38,55,32,39,19,20,7,7,13,10
"15131","12748",421,340,366,365,305,450,276,253,261,224,134,248
"15132","24045",3500,3647,3731,4174,2985,3482,2698,2817,2530,2403,1840,2997
"15133","68521",502,342,455,372,276,432,199,161,85,421,88,105
"15134","14466",1620,1910,1938,1859,1473,1707,1464,1854,1429,1056,852,1529
"15135","17827",1786,1958,1828,2058,1554,1862,1371,1397,1527,1164,959,2039
"15136","21827",564,526,577,634,487,679,370,330,240,357,151,173
"15137","100124470",0,0,0,0,0,0,0,0,0,0,0,0
"15138","17829",7,9,8,1,5,10,7,9,4,10,4,11
"15139","360213",297,261,346,252,234,259,152,113,103,194,70,75
"15140","66059",5961,8067,8352,8298,5724,7135,6425,5983,7167,3654,4216,8712
"15141","68563",264,383,390,371,234,263,369,311,392,162,237,437
"15142","19729",1831,2136,2125,1977,1430,1751,1595,1673,1506,976,898,1738
"15143","13636",521,550,624,425,288,414,437,521,291,316,268,539
"15144","13638",13,30,31,26,6,13,15,10,4,17,3,4
"15145","100038411",57,48,56,43,33,48,22,28,20,43,14,26
"15146","13639",282,335,322,206,196,229,216,138,164,218,151,176
"15147","11490",1248,972,1154,1092,803,1288,598,417,223,827,226,78
"15148","77772",12,4,7,7,4,8,12,4,11,11,3,5
"15149","329702",0,0,1,0,0,0,0,0,0,1,1,2
"15150","22724",82,82,91,54,65,110,47,40,42,44,23,27
"15151","545539",97,113,90,97,44,75,89,57,85,53,48,109
"15152","57275",37,39,33,33,20,26,10,12,11,22,9,14
"15153","319945",990,1065,1063,1156,813,946,785,885,685,633,461,734
"15154","54124",3672,4088,4128,4498,2897,3886,3177,3440,3679,2916,2712,6385
"15155","20416",1159,991,1154,1023,904,1218,836,704,367,719,302,299
"15156","68911",817,846,922,840,643,1058,578,450,339,500,261,425
"15157","229534",217,272,284,230,200,289,192,172,122,106,77,103
"15158","68603",1389,1680,1897,1710,1357,1809,1499,1655,906,768,716,978
"15159","140493",11,12,7,5,15,10,12,7,6,1,1,4
"15160","56417",700,591,649,753,574,759,430,282,297,280,154,149
"15161","11444",3,2,12,0,10,5,2,0,0,3,1,3
"15162","70093",424,506,407,515,467,607,374,472,333,289,271,457
"15163","214547",7,0,0,0,1,1,3,3,0,2,0,3
"15164","16194",88,102,96,55,27,61,35,36,29,73,43,25
"15165","54667",630,638,561,559,532,690,469,493,258,348,222,279
"15166","23897",1154,1414,1420,1684,1266,1348,1121,1258,1128,721,649,1715
"15167","100503469",17,17,10,7,16,15,18,6,6,1,4,4
"15168","74383",3049,2618,3042,3283,2280,2446,1464,1306,982,2153,942,612
"15169","99650",2759,3153,3006,3027,2410,2893,2213,2466,1869,1807,1299,2134
"15170","73545",45,56,45,48,61,60,38,42,24,44,22,53
"15171","100124481",0,0,0,0,0,0,0,0,0,0,0,0
"15172","59069",4787,5105,4868,6247,4456,5590,4006,3529,3041,2883,2044,2338
"15173","77595",101,104,85,99,66,75,51,69,36,62,38,60
"15174","57294",120,185,140,180,138,125,146,129,167,69,87,190
"15175","68328",442,461,538,499,446,525,396,462,283,236,193,276
"15176","23922",1922,2273,2147,2354,1720,2036,1746,2038,1756,1317,1199,2759
"15177","78284",5,13,11,9,13,11,11,16,10,5,6,9
"15178","30791",1850,2071,2235,2909,1976,2232,1839,1868,1086,837,696,660
"15179","74343",368,330,343,511,365,553,218,157,142,247,72,80
"15180","229541",58,31,26,32,38,34,29,23,18,17,11,27
"15181","229542",304,307,287,300,172,260,134,160,141,194,106,100
"15182","26568",29,16,33,37,13,28,14,13,6,22,9,17
"15183","229543",1262,900,946,1211,854,1286,658,415,314,992,250,181
"15184","18160",30,8,3,19,8,15,3,1,2,30,5,1
"15185","67781",2763,2684,2948,3367,2424,2782,2194,2179,1918,1843,1430,1730
"15186","20615",1714,1990,2005,1847,1360,1754,1565,1974,1479,1062,881,1592
"15187","66511",2976,2774,3026,3307,2446,3218,2390,1596,1530,2057,1125,1252
"15188","20193",241,333,333,280,230,241,283,321,244,139,174,414
"15189","20196",496,746,648,566,401,412,474,659,589,292,451,803
"15190","66166",2,6,1,2,1,5,5,1,0,2,1,1
"15191","67860",203,290,313,214,228,275,235,275,191,124,149,290
"15192","628324",0,1,0,0,2,0,0,0,0,0,0,0
"15193","20197",68,102,75,60,54,61,44,78,74,32,51,100
"15194","20198",20891,26891,27267,25529,15935,20346,19589,24991,26834,16200,17934,35733
"15195","20199",10,12,7,1,7,5,11,7,7,7,16,22
"15196","20200",56340,83637,77914,71671,41065,53372,55701,52306,72734,36570,46236,62837
"15197","381493",95,62,67,61,48,52,37,25,29,70,40,84
"15198","20201",0,2,3,3,3,5,2,1,1,0,0,5
"15199","20202",0,2,0,0,0,3,0,0,0,0,0,1
"15200","384997",0,1,1,1,4,1,0,0,0,0,0,1
"15201","545541",0,0,0,0,0,0,0,0,0,0,0,0
"15202","635756",0,0,0,0,0,0,0,0,0,0,0,0
"15203","619677",1,0,0,0,0,1,1,5,0,0,0,2
"15204","229550",0,0,0,0,0,0,0,0,0,0,0,0
"15205","242100",0,5,0,0,1,0,0,1,1,0,0,0
"15206","16939",2,0,0,0,0,1,0,0,3,0,0,0
"15207","109314",1,0,1,0,0,0,0,0,0,0,0,0
"15208","69332",1,0,0,0,0,0,0,0,0,0,0,0
"15209","100862387",0,0,0,0,0,0,0,0,0,0,0,0
"15210","20755",0,0,0,0,0,0,0,0,0,0,0,0
"15211","100303744",0,0,0,0,0,0,0,0,0,0,0,0
"15212","100862393",0,0,0,0,0,0,0,0,0,0,0,0
"15213","100042514",0,0,0,0,0,0,0,0,0,0,0,0
"15214","20756",0,0,0,0,6,0,0,0,0,0,0,0
"15215","20758",0,0,0,0,0,0,4,0,0,0,0,1
"15216","20759",0,0,0,0,0,0,0,0,0,0,0,0
"15217","20760",0,0,0,0,0,0,0,0,0,0,0,1
"15218","20761",0,0,0,0,0,0,0,0,0,0,0,0
"15219","20762",0,0,0,0,0,0,1,0,0,0,0,1
"15220","20763",0,0,1,0,0,0,3,0,0,0,0,0
"15221","20764",0,0,0,0,2,1,0,0,0,0,0,0
"15222","20765",0,0,0,0,0,0,2,3,0,0,0,0
"15223","20754",0,1,0,0,0,0,0,0,0,0,0,0
"15224","20766",0,0,0,0,0,0,0,0,0,0,0,0
"15225","20753",0,0,0,0,0,0,0,0,1,0,0,0
"15226","229562",0,0,0,0,0,1,0,0,0,0,0,0
"15227","16447",0,0,0,0,0,0,0,2,1,0,0,0
"15228","17235",0,0,0,0,0,0,2,0,0,0,0,0
"15229","78382",0,0,0,0,0,0,1,0,0,0,0,0
"15230","67127",3,2,0,1,0,1,2,3,2,0,1,3
"15231","68720",0,0,0,0,0,0,0,0,0,0,0,0
"15232","73722",0,0,0,0,0,0,0,0,0,0,0,0
"15233","73719",0,0,0,0,0,0,0,0,0,0,0,1
"15234","69611",0,0,0,0,1,0,3,0,0,0,0,0
"15235","68694",0,0,0,0,0,0,2,0,0,0,0,0
"15236","67828",0,0,0,0,0,1,1,0,0,0,0,0
"15237","66195",0,0,0,0,0,0,0,0,0,0,0,0
"15238","67718",0,0,0,0,0,0,0,0,0,0,0,0
"15239","76585",0,0,0,0,0,0,0,0,0,0,0,0
"15240","631101",0,0,0,0,0,0,0,0,0,0,0,0
"15241","433619",3,0,0,1,1,1,0,0,0,0,0,0
"15242","73730",0,0,0,0,0,0,0,0,0,0,0,0
"15243","66533",0,0,0,0,0,0,0,0,0,0,0,0
"15244","545548",0,0,0,0,0,0,0,0,0,0,0,1
"15245","66344",0,0,0,0,1,0,0,0,0,0,0,3
"15246","94060",0,0,0,0,0,0,0,0,0,0,0,0
"15247","630994",3,0,0,0,0,0,1,0,0,0,0,0
"15248","69514",0,0,0,0,0,0,0,0,0,0,0,0
"15249","69520",0,0,0,0,0,1,0,0,0,0,0,0
"15250","74175",8,9,18,7,8,5,13,7,12,3,7,13
"15251","66203",0,0,2,0,1,1,1,0,0,0,0,0
"15252","100503731",0,0,0,0,0,0,0,0,0,0,0,0
"15253","229571",0,0,0,0,0,0,1,1,0,0,0,0
"15254","381457",0,0,0,0,0,0,2,0,0,0,0,0
"15255","229574",2,0,1,0,1,3,2,0,0,0,0,0
"15256","100503169",0,0,1,0,0,0,0,2,0,0,0,0
"15257","14246",0,0,0,0,0,0,0,2,0,0,0,0
"15258","68723",0,0,0,0,0,0,2,5,0,0,0,0
"15259","20129",0,1,0,0,1,0,3,0,0,0,0,0
"15260","99681",2,0,0,0,1,2,2,8,0,2,0,4
"15261","71325",0,0,0,0,0,1,0,0,0,0,0,0
"15262","20195",3957,5026,5664,6160,3544,4286,4288,4633,4624,2570,3071,5577
"15263","20194",20951,28784,25699,39061,29004,34762,25752,29979,30641,10757,11921,27792
"15264","399673",2,0,0,0,1,0,0,0,0,0,0,0
"15265","207213",0,0,0,0,0,0,0,1,0,0,0,0
"15266","399675",1,4,0,0,0,0,0,0,0,0,0,0
"15267","399674",0,0,1,0,0,4,0,0,0,0,0,0
"15268","399676",0,0,0,0,0,0,0,0,0,0,0,0
"15269","668359",0,0,0,0,1,0,0,0,0,0,0,0
"15270","100042761",0,0,0,0,0,0,0,0,0,0,0,0
"15271","100043188",0,0,0,0,2,0,0,0,0,0,0,0
"15272","75778",392,390,397,373,325,399,334,434,322,188,139,378
"15273","66198",0,0,0,1,4,5,0,0,1,0,0,3
"15274","271944",0,0,1,0,0,1,1,0,0,0,0,0
"15275","19885",16,14,9,22,13,14,12,24,12,3,1,5
"15276","320747",0,0,0,0,0,1,2,0,0,0,0,1
"15277","76602",9,0,3,2,3,4,1,0,2,0,0,2
"15278","72634",1024,1141,1101,1367,904,1057,841,1194,822,625,495,963
"15279","53814",14,21,17,9,6,10,11,15,3,11,11,7
"15280","78523",2174,2170,2271,2360,1706,2206,1763,1417,1433,1558,1162,1753
"15281","66353",3,1,4,1,3,10,4,3,3,3,1,2
"15282","78784",4,0,2,0,0,3,0,0,3,1,0,0
"15283","76742",1618,1660,1681,2122,1707,2438,1404,1551,1142,845,605,960
"15284","668409",0,2,4,0,0,0,1,1,1,1,1,3
"15285","22156",225,244,237,227,218,259,234,321,143,150,90,84
"15286","545551",23,20,19,44,46,67,39,31,24,9,5,3
"15287","20342",1,0,1,0,2,1,0,0,0,0,0,0
"15288","70737",129,110,117,271,289,371,132,200,68,57,25,32
"15289","229584",434,401,413,471,432,644,282,319,216,261,163,218
"15290","19172",10108,12091,11886,13366,9547,12693,9497,9094,9680,6619,5978,10930
"15291","20341",2,0,0,0,1,5,0,0,1,0,2,0
"15292","53970",243,241,276,495,368,533,160,267,126,62,31,64
"15293","109334",1,0,0,0,0,0,0,2,1,0,0,0
"15294","107650",388,308,446,457,299,357,198,143,112,193,124,55
"15295","319916",10,13,8,14,19,6,7,10,4,3,4,10
"15296","78266",225,135,237,173,106,222,95,36,40,95,28,25
"15297","74937",52,50,50,50,60,49,37,29,16,36,15,18
"15298","19185",6753,7366,7059,8184,6802,7847,5850,6014,5305,4454,3462,6883
"15299","18720",760,881,846,1335,1170,1410,702,897,506,432,224,320
"15300","21427",1064,981,1170,1323,851,1211,776,615,570,723,365,507
"15301","50874",2,1,2,5,3,3,7,5,4,5,2,2
"15302","69269",517,596,543,609,373,515,505,527,431,329,277,577
"15303","217779",12,15,11,14,11,12,4,8,4,5,5,10
"15304","69769",0,0,1,3,3,0,0,2,0,0,0,3
"15305","668436",32,33,31,37,28,23,26,14,35,23,7,31
"15306","20360",1,2,1,1,1,4,3,0,0,1,0,0
"15307","213054",283,254,243,283,217,355,158,165,160,146,94,118
"15308","100504029",6,6,10,8,6,4,4,6,13,2,1,4
"15309","56772",955,1076,937,1413,997,1123,923,1624,892,625,529,1221
"15310","57912",2161,2198,2295,2898,2316,3267,2144,2388,1408,1165,649,857
"15311","229588",0,7,1,0,2,0,0,1,1,1,0,0
"15312","171388",0,0,0,0,0,1,2,0,1,1,0,1
"15313","229589",655,540,599,506,418,528,432,343,265,371,163,151
"15314","75007",834,870,943,853,654,872,625,559,484,566,312,355
"15315","71790",66,55,61,66,44,103,34,55,32,39,24,22
"15316","100038425",68,83,75,68,39,64,54,48,37,29,30,34
"15317","76893",7770,8266,8337,9758,7160,7820,6366,7105,5825,5121,3982,5738
"15318","84505",2376,2257,2257,2587,2032,2609,1575,1375,1095,1249,598,752
"15319","67654",1,0,1,0,0,0,0,1,0,0,0,0
"15320","668448",0,1,0,1,1,0,0,0,0,0,1,0
"15321","100043305",43,26,30,31,30,26,8,22,15,10,8,11
"15322","11863",797,729,790,833,668,760,564,463,270,507,193,125
"15323","13038",12,4,4,4,5,1,7,5,4,3,6,2
"15324","13040",0,1,0,0,0,2,0,0,0,0,0,0
"15325","67981",0,0,0,0,1,2,1,0,0,0,0,2
"15326","229593",555,594,574,430,270,318,386,451,293,370,289,337
"15327","56205",3310,3095,3527,3774,3270,3642,2814,2655,1799,2157,1400,1897
"15328","100861841",7,5,5,0,5,0,0,0,1,2,0,1
"15329","17210",843,837,984,1190,767,1143,689,702,521,610,300,390
"15330","229595",479,408,454,351,270,489,272,267,145,298,96,95
"15331","13601",5380,5258,5837,6245,4376,6011,3975,3239,1978,3697,1638,936
"15332","71807",1781,1765,2026,2219,1681,2022,1386,927,1053,1237,740,856
"15333","75137",621,537,470,539,383,568,437,396,245,313,172,180
"15334","70767",1940,1879,1856,2277,1778,1830,1436,1354,1270,1360,1064,964
"15335","66292",597,789,848,761,538,548,557,581,754,346,550,1159
"15336","100042889",11,10,20,6,15,4,13,6,14,6,4,9
"15337","229599",126,175,165,130,145,112,120,91,103,75,51,132
"15338","229600",21,16,19,13,10,19,25,25,16,14,10,37
"15339","226548",39,33,27,27,31,50,16,8,15,22,6,5
"15340","23831",0,0,1,1,1,2,0,2,0,0,1,1
"15341","66471",914,1019,1053,1093,871,1450,734,702,705,639,474,690
"15342","668224",0,0,0,1,1,0,0,0,0,0,0,0
"15343","67220",60,84,81,65,38,67,55,29,26,39,34,29
"15344","22365",317,305,351,336,312,364,272,234,205,305,170,212
"15345","229603",577,554,578,552,575,764,467,512,321,374,260,369
"15346","194126",863,835,1021,869,796,965,730,678,404,580,295,234
"15347","100504127",37,42,33,39,24,23,35,15,31,16,7,11
"15348","107701",658,442,588,683,365,627,295,141,130,518,120,67
"15349","64051",21,21,26,20,22,33,22,10,14,10,4,9
"15350","69168",853,959,1033,959,650,781,849,746,833,493,533,1022
"15351","621893",0,0,3,0,1,3,0,3,2,0,0,0
"15352","319176",79,109,65,92,36,62,52,27,78,57,39,77
"15353","319190",482,447,573,588,417,373,320,279,209,274,221,61
"15354","97114",3,2,0,3,0,0,0,2,0,0,1,0
"15355","319192",0,0,0,0,0,0,0,0,0,0,0,0
"15356","15267",0,0,0,0,0,0,0,0,0,0,0,0
"15357","15077",6,3,8,1,7,6,0,4,2,1,3,2
"15358","97122",30,54,41,35,12,22,16,19,36,22,17,21
"15359","319154",7,13,12,22,6,14,9,3,3,13,4,7
"15360","319189",152,170,193,208,120,158,121,112,98,87,84,61
"15361","14129",0,0,0,0,0,5,2,2,0,0,0,1
"15362","100504145",0,0,0,0,0,0,0,0,0,0,0,0
"15363","19844",0,0,0,0,0,0,0,0,0,0,0,0
"15364","19845",0,0,0,0,0,0,0,0,0,0,0,0
"15365","100504171",0,0,0,0,0,0,0,0,0,0,0,0
"15366","21748",8,9,3,11,7,5,2,0,4,2,1,0
"15367","329716",0,0,0,0,5,0,0,0,0,0,0,0
"15368","19847",0,0,0,0,0,0,0,0,0,0,0,0
"15369","100038359",2,1,0,0,1,2,1,0,0,0,0,2
"15370","69585",1,0,0,0,0,0,0,0,0,0,0,0
"15371","100038464",8,9,8,5,6,6,13,11,6,1,2,7
"15372","56338",1843,1872,2117,1090,599,941,968,444,585,544,405,208
"15373","69870",76,92,139,96,83,110,103,79,33,51,37,38
"15374","545554",76,70,74,57,52,48,21,23,21,97,18,12
"15375","280411",517,627,661,871,672,823,521,503,435,368,246,369
"15376","229613",21,15,13,11,17,11,16,7,4,5,2,3
"15377","60365",2522,2767,2857,3451,2550,3202,2406,2424,2262,1703,1475,2581
"15378","18632",980,1060,968,927,585,764,722,789,730,591,505,1052
"15379","213119",12,14,18,12,33,13,14,13,8,10,5,19
"15380","213121",1,1,1,0,5,1,1,2,0,1,1,5
"15381","229615",503,495,480,432,234,326,223,238,163,348,173,131
"15382","78373",89,123,81,116,77,111,64,77,105,53,40,101
"15383","74414",1469,1429,1613,1693,1352,1499,1114,1063,877,991,761,869
"15384","67845",1457,1568,1640,1761,1271,1657,1311,1632,1198,704,699,1220
"15385","54215",2,5,0,2,2,8,2,2,4,1,3,1
"15386","67583",0,0,1,0,0,1,0,0,0,0,0,0
"15387","59020",64,56,63,59,53,74,29,30,28,34,22,12
"15388","67549",633,685,672,693,472,511,512,503,404,428,322,559
"15389","14616",0,0,5,0,1,3,0,1,0,1,0,1
"15390","14613",1,0,3,0,0,5,0,0,1,0,0,0
"15391","66659",1760,1932,2075,2315,1917,2095,1482,1628,1208,1203,983,1471
"15392","77578",93,86,74,87,93,98,32,26,18,58,31,6
"15393","100504261",2,2,6,4,0,2,2,3,4,2,3,3
"15394","258272",0,0,0,0,0,0,0,0,0,0,0,0
"15395","68058",369,329,345,437,255,269,186,165,177,228,141,134
"15396","14263",13,12,16,10,10,3,7,9,4,13,1,8
"15397","108097",307,292,277,323,258,416,265,271,135,139,86,52
"15398","83679",789,612,719,723,542,713,480,499,304,346,237,270
"15399","100504273",0,0,0,0,0,0,0,0,0,0,0,0
"15400","20333",2114,2431,2278,2407,1830,2157,2036,2390,1782,1580,1279,2688
"15401","433632",2,8,7,1,1,1,7,1,6,1,0,4
"15402","18129",1017,1091,1210,1408,1066,1348,1143,1066,714,396,383,440
"15403","71078",1,0,1,0,5,0,0,0,0,0,1,0
"15404","67709",0,0,0,0,1,1,1,0,1,0,0,1
"15405","15360",2,0,0,0,0,1,1,0,1,2,0,1
"15406","236539",7982,7441,8168,10034,8497,9783,7026,6631,5162,5757,3822,5220
"15407","242109",113,118,109,135,113,183,101,76,66,67,40,75
"15408","100043461",1,0,0,0,0,0,0,0,0,0,0,0
"15409","15495",0,0,0,0,0,0,0,0,0,0,0,0
"15410","100043456",0,0,0,0,0,0,0,0,0,0,0,0
"15411","545555",5,6,5,4,1,3,1,3,3,1,1,2
"15412","15496",3,0,1,0,3,1,0,0,0,0,0,2
"15413","15493",1,0,0,0,1,0,0,0,0,0,0,1
"15414","15494",2,5,6,9,1,3,0,5,2,2,4,8
"15415","15497",0,0,1,0,0,0,0,2,0,1,0,1
"15416","15492",0,0,0,0,0,0,0,0,0,0,0,0
"15417","56185",0,1,0,0,0,1,0,0,0,4,0,2
"15418","70560",773,816,862,1112,797,926,739,792,593,479,365,515
"15419","21384",803,776,759,851,630,942,631,641,390,396,338,412
"15420","74362",3,10,7,6,6,12,8,9,3,2,0,7
"15421","320613",0,0,0,0,0,1,2,0,0,0,0,0
"15422","269470",3213,2819,2818,3702,2910,3200,2254,1968,1736,2131,1372,1366
"15423","14547",669,778,658,770,585,597,573,683,451,493,327,489
"15424","73806",0,0,0,0,0,0,0,0,0,0,0,0
"15425","74645",6,2,0,0,1,2,5,1,0,2,0,0
"15426","17156",1631,1625,1706,1859,1345,1796,1191,1253,866,1088,774,896
"15427","242122",1,3,1,0,0,4,4,1,2,0,0,0
"15428","229644",136,137,136,76,63,112,82,43,89,94,43,33
"15429","74044",402,383,368,422,289,369,234,197,214,345,119,232
"15430","630146",1,2,1,0,2,1,0,0,0,0,0,0
"15431","19221",1,0,0,3,2,2,5,6,2,2,0,5
"15432","12481",0,0,0,0,3,1,0,0,0,0,0,1
"15433","78908",635,677,734,1043,909,1088,731,689,316,238,126,88
"15434","11928",1030,1042,1137,1151,811,1248,701,387,413,851,349,305
"15435","242125",0,0,2,23,16,12,8,13,4,4,0,5
"15436","242126",37,33,71,18,29,35,47,31,9,37,25,14
"15437","18072",0,3,0,6,0,4,2,0,0,0,0,0
"15438","12373",2,4,9,7,3,6,2,2,9,4,4,13
"15439","229658",999,1025,1158,736,553,617,668,695,395,581,353,355
"15440","319951",1,0,0,0,0,2,1,0,0,0,0,1
"15441","18049",631,625,562,885,576,745,492,920,433,495,327,469
"15442","78491",0,1,0,1,1,0,2,0,0,0,0,1
"15443","70747",77,50,82,80,52,68,70,112,34,47,34,37
"15444","22094",0,0,0,0,2,1,0,0,0,0,0,2
"15445","20957",2,0,0,0,1,0,0,1,0,0,0,0
"15446","381463",0,2,2,0,1,2,0,0,0,0,0,0
"15447","66641",1755,1943,1794,2163,1596,1866,1512,1683,1317,1036,807,1120
"15448","229663",15127,14297,14617,15622,11841,12663,10323,11371,7098,8161,5574,4873
"15449","18176",5076,5012,5071,5724,4747,5176,4227,3974,2622,2885,1848,1820
"15450","229665",2,2,0,0,0,2,7,0,2,2,0,0
"15451","329727",90,77,121,94,47,80,83,73,58,127,47,60
"15452","68183",4214,4728,4821,5430,4198,4863,3953,4330,4156,2933,2646,5846
"15453","94093",743,751,811,761,684,985,628,688,446,530,324,508
"15454","54524",4,2,2,2,3,4,1,0,1,0,0,1
"15455","99543",458,661,588,564,427,463,404,549,335,369,240,395
"15456","15257",1914,1630,1670,1884,1572,1915,1492,1511,930,962,723,757
"15457","140917",209,201,202,244,171,155,180,141,120,197,104,116
"15458","100503157",1,3,0,5,0,1,0,0,1,0,1,1
"15459","67489",801,664,642,707,619,661,519,531,404,415,285,338
"15460","229672",1,2,3,3,3,2,1,2,2,5,0,1
"15461","19260",13,16,13,35,16,26,11,14,19,0,0,9
"15462","229675",352,313,380,522,328,391,266,207,217,191,127,139
"15463","100125931",82,66,67,80,47,63,70,43,62,23,44,40
"15464","18685",1017,901,927,1056,742,885,702,996,678,439,423,703
"15465","99470",232,265,226,279,206,291,199,354,104,131,76,134
